trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S120_3_1,S120,3,1,2,unmatch,4,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\4_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_3_27_2_unmatch_4_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Mismatch,2026-01-08T18:23:06.261,1767864186.2615814,0.0,0,0,2026-01-08T18:23:08.078,1.8167495727539062,2,4,b,1,Correct Rejection,正解(不一致)
S120_3_2,S120,3,2,B,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\7_night_rain_empty.jpg,brightness,35.62,,,,,M_3_20_B_filler_7_night_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-08T18:23:08.853,1767864188.8539248,2.592343330383301,156,311,,,B,7,None,1,Correct Rejection,正解(スルー成功)
S120_3_3,S120,3,3,I,filler,6,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\6_night_sun_busy.jpg,,,,,,,M_3_17_I_filler_6_night_sun_busy_ORIG.jpg,Ignore,2026-01-08T18:23:11.442,1767864191.4429786,5.181397199630737,311,622,,,I,6,None,1,Correct Rejection,正解(スルー成功)
S120_3_4,S120,3,4,E,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\2_night_rain_busy.jpg,brightness,45.47,,,,,M_3_46_E_filler_2_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T18:23:14.034,1767864194.034748,7.773166656494141,466,933,,,E,2,None,1,Correct Rejection,正解(スルー成功)
S120_3_5,S120,3,5,4,unmatch,9,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\9_night_sun_busy.jpg,gamma,0.706,contrast,0.919,equalization,11.637,M_3_6_4_unmatch_9_night_sun_busy_MODEL_gamma0.706_contrast0.919_equalization11.637.jpg,Mismatch,2026-01-08T18:23:16.648,1767864196.6488526,10.387271165847778,623,1246,2026-01-08T18:23:17.699,1.0510597229003906,4,9,b,1,Correct Rejection,正解(不一致)
S120_3_6,S120,3,6,A,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\4_night_sun_empty.jpg,brightness,46.88,,,,,M_3_28_A_filler_4_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Ignore,2026-01-08T18:23:19.256,1767864199.256411,12.994829654693604,780,1559,,,A,4,None,1,Correct Rejection,正解(スルー成功)
S120_3_7,S120,3,7,2,unmatch,4,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_busy\4_night_sun_busy.jpg,,,,,,,M_3_42_2_unmatch_4_night_sun_busy_ORIG.jpg,Mismatch,2026-01-08T18:23:21.851,1767864201.8517406,15.590159177780151,935,1871,2026-01-08T18:23:22.987,1.1357355117797852,2,4,b,1,Correct Rejection,正解(不一致)
S120_3_8,S120,3,8,E,filler,9,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\9_night_sun_empty.jpg,,,,,,,M_3_13_E_filler_9_night_sun_empty_ORIG.jpg,Ignore,2026-01-08T18:23:24.449,1767864204.449324,18.187742471694946,1091,2183,,,E,9,None,1,Correct Rejection,正解(スルー成功)
S120_3_9,S120,3,9,G,filler,3,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\3_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_3_15_G_filler_3_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-08T18:23:27.048,1767864207.0482004,20.786618947982788,1247,2494,,,G,3,None,1,Correct Rejection,正解(スルー成功)
S120_3_10,S120,3,10,7,unmatch,8,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\8_night_sun_empty.jpg,,,,,,,M_3_31_7_unmatch_8_night_sun_empty_ORIG.jpg,Mismatch,2026-01-08T18:23:29.640,1767864209.6403837,23.37880229949951,1403,2805,2026-01-08T18:23:30.706,1.0657246112823486,7,8,b,1,Correct Rejection,正解(不一致)
S120_3_11,S120,3,11,P,filler,3,original,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\3_night_rain_busy.jpg,,,,,,,M_3_48_P_filler_3_night_rain_busy_ORIG.jpg,Ignore,2026-01-08T18:23:32.232,1767864212.2328737,25.97129225730896,1558,3117,,,P,3,None,1,Correct Rejection,正解(スルー成功)
S120_3_12,S120,3,12,6,unmatch,1,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\sun_empty\1_night_sun_empty.jpg,brightness,46.88,,,,,M_3_3_6_unmatch_1_night_sun_empty_BRIGHTONLY_brightness46.880.jpg,Mismatch,2026-01-08T18:23:34.828,1767864214.8284268,28.566845417022705,1714,3428,2026-01-08T18:23:35.854,1.0262701511383057,6,1,b,1,Correct Rejection,正解(不一致)
S120_3_13,S120,3,13,J,filler,5,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_emtpy\5_night_rain_empty.jpg,gamma,0.748,contrast,0.89,equalization,9.124,M_3_40_J_filler_5_night_rain_empty_MODEL_gamma0.748_contrast0.890_equalization9.124.jpg,Ignore,2026-01-08T18:23:37.433,1767864217.4332154,31.17163395881653,1870,3741,,,J,5,None,1,Correct Rejection,正解(スルー成功)
S120_3_14,S120,3,14,A,filler,0,brightonly,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\0_night_rain_busy.jpg,brightness,45.47,,,,,M_3_1_A_filler_0_night_rain_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-08T18:23:40.038,1767864220.0388002,33.77721881866455,2027,4053,,,A,0,None,1,Correct Rejection,正解(スルー成功)
S120_3_15,S120,3,15,8,match,8,model,G:\pictures_verify\transformed_verify\roomDark_figureBright\rain_busy\8_night_rain_busy.jpg,gamma,0.705,contrast,0.856,equalization,8.372,M_3_37_8_match_8_night_rain_busy_MODEL_gamma0.705_contrast0.856_equalization8.372.jpg,Match,2026-01-08T18:23:42.660,1767864222.6609216,36.39934015274048,2184,4368,2026-01-08T18:23:43.554,0.8935432434082031,8,8,b,0,Miss,ミス(見逃し)
