trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S04_6_1,S04,6,1,D,filler,4,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\4_day_sun_busy.jpg,,,,,,,M_6_21_D_filler_4_day_sun_busy_ORIG.jpg,Ignore,2026-01-09T11:51:43.966,1767927103.9660342,0.0,0,0,,,D,4,None,1,Correct Rejection,正解(スルー成功)
S04_6_2,S04,6,2,3,match,3,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\3_day_sun_busy.jpg,brightness,45.47,,,,,M_6_48_3_match_3_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Match,2026-01-09T11:51:47.807,1767927107.8078547,3.841820478439331,231,461,2026-01-09T11:51:49.468,1.6609776020050049,3,3,t,1,Hit,正解(一致)
S04_6_3,S04,6,3,I,filler,1,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\1_day_rain_empty.jpg,brightness,35.62,,,,,M_6_9_I_filler_1_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-09T11:51:51.671,1767927111.6716552,7.705621004104614,462,925,,,I,1,None,1,Correct Rejection,正解(スルー成功)
S04_6_4,S04,6,4,P,filler,2,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\2_day_sun_empty.jpg,,,,,,,M_6_43_P_filler_2_day_sun_empty_ORIG.jpg,Ignore,2026-01-09T11:51:55.525,1767927115.5257673,11.559733152389526,694,1387,,,P,2,None,1,Correct Rejection,正解(スルー成功)
S04_6_5,S04,6,5,2,match,2,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\2_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_6_42_2_match_2_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Match,2026-01-09T11:51:59.406,1767927119.4061213,15.440087080001831,926,1853,2026-01-09T11:52:01.215,1.8096885681152344,2,2,t,1,Hit,正解(一致)
S04_6_6,S04,6,6,B,filler,2,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\2_day_sun_empty.jpg,,,,,,,M_6_3_B_filler_2_day_sun_empty_ORIG.jpg,Ignore,2026-01-09T11:52:03.264,1767927123.2641368,19.298102617263794,1158,2316,,,B,2,None,1,Correct Rejection,正解(スルー成功)
S04_6_7,S04,6,7,P,filler,5,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\5_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_6_34_P_filler_5_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-09T11:52:07.122,1767927127.1222022,23.15616798400879,1389,2779,,,P,5,None,1,Correct Rejection,正解(スルー成功)
S04_6_8,S04,6,8,8,unmatch,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\9_day_sun_busy.jpg,,,,,,,M_6_11_8_unmatch_9_day_sun_busy_ORIG.jpg,Mismatch,2026-01-09T11:52:10.982,1767927130.9829001,27.016865968704224,1621,3242,2026-01-09T11:52:12.823,1.8405990600585938,8,9,b,1,Correct Rejection,正解(不一致)
S04_6_9,S04,6,9,J,filler,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_6_32_J_filler_9_day_rain_empty_ORIG.jpg,Ignore,2026-01-09T11:52:14.830,1767927134.8300035,30.863969326019287,1852,3704,,,J,9,None,1,Correct Rejection,正解(スルー成功)
S04_6_10,S04,6,10,T,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\2_day_sun_empty.jpg,brightness,40.55,,,,,M_6_10_T_filler_2_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-09T11:52:18.691,1767927138.6917717,34.72573757171631,2084,4167,,,T,2,None,1,Correct Rejection,正解(スルー成功)
S04_6_11,S04,6,11,A,filler,2,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\2_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_6_23_A_filler_2_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Ignore,2026-01-09T11:52:22.534,1767927142.5341012,38.56806707382202,2314,4628,,,A,2,None,1,Correct Rejection,正解(スルー成功)
S04_6_12,S04,6,12,3,match,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\3_day_rain_busy.jpg,,,,,,,M_6_35_3_match_3_day_rain_busy_ORIG.jpg,Match,2026-01-09T11:52:26.395,1767927146.395288,42.429253816604614,2546,5092,2026-01-09T11:52:28.229,1.8341495990753174,3,3,t,1,Hit,正解(一致)
S04_6_13,S04,6,13,G,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,brightness,45.47,,,,,M_6_24_G_filler_7_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-09T11:52:30.241,1767927150.2415693,46.275535106658936,2777,5553,,,G,7,None,1,Correct Rejection,正解(スルー成功)
S04_6_14,S04,6,14,F,filler,3,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\3_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_6_45_F_filler_3_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-09T11:52:34.089,1767927154.0898666,50.12383246421814,3007,6015,,,F,3,None,1,Correct Rejection,正解(スルー成功)
S04_6_15,S04,6,15,9,match,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\9_day_rain_busy.jpg,,,,,,,M_6_29_9_match_9_day_rain_busy_ORIG.jpg,Match,2026-01-09T11:52:37.943,1767927157.9431174,53.97708320617676,3239,6477,2026-01-09T11:52:39.681,1.738696575164795,9,9,t,1,Hit,正解(一致)
S04_6_16,S04,6,16,C,filler,8,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\8_day_sun_busy.jpg,,,,,,,M_6_33_C_filler_8_day_sun_busy_ORIG.jpg,Ignore,2026-01-09T11:52:41.792,1767927161.7926626,57.82662844657898,3470,6939,,,C,8,None,1,Correct Rejection,正解(スルー成功)
S04_6_17,S04,6,17,7,unmatch,5,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\5_day_sun_busy.jpg,brightness,45.47,,,,,M_6_46_7_unmatch_5_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Mismatch,2026-01-09T11:52:45.638,1767927165.6381505,61.67211627960205,3700,7401,2026-01-09T11:52:47.553,1.9149868488311768,7,5,b,1,Correct Rejection,正解(不一致)
S04_6_18,S04,6,18,L,filler,7,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\7_day_sun_empty.jpg,brightness,40.55,,,,,M_6_30_L_filler_7_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-09T11:52:49.492,1767927169.4927993,65.52676510810852,3932,7863,,,L,7,None,1,Correct Rejection,正解(スルー成功)
S04_6_19,S04,6,19,A,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\3_day_rain_busy.jpg,,,,,,,M_6_47_A_filler_3_day_rain_busy_ORIG.jpg,Ignore,2026-01-09T11:52:53.336,1767927173.3369973,69.37096309661865,4162,8325,,,A,3,None,1,Correct Rejection,正解(スルー成功)
S04_6_20,S04,6,20,C,filler,7,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\7_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_6_27_C_filler_7_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Ignore,2026-01-09T11:52:57.190,1767927177.1909816,73.22494745254517,4393,8787,,,C,7,None,1,Correct Rejection,正解(スルー成功)
S04_6_21,S04,6,21,8,unmatch,9,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,brightness,35.62,,,,,M_6_39_8_unmatch_9_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Mismatch,2026-01-09T11:53:01.031,1767927181.0319803,77.06594610214233,4624,9248,2026-01-09T11:53:02.880,1.8480701446533203,8,9,b,1,Correct Rejection,正解(不一致)
S04_6_22,S04,6,22,R,filler,1,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\1_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_6_13_R_filler_1_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-09T11:53:04.872,1767927184.8721693,80.90613508224487,4854,9709,,,R,1,None,1,Correct Rejection,正解(スルー成功)
S04_6_23,S04,6,23,4,unmatch,7,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\7_day_rain_busy.jpg,brightness,23.168,contrast,1.169,gamma,1.078,M_6_19_4_unmatch_7_day_rain_busy_MODEL_brightness23.168_contrast1.169_gamma1.078.jpg,Mismatch,2026-01-09T11:53:08.749,1767927188.7490916,84.78305745124817,5087,10174,2026-01-09T11:53:11.018,2.269486904144287,4,7,b,1,Correct Rejection,正解(不一致)
S04_6_24,S04,6,24,T,filler,7,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\7_day_rain_busy.jpg,,,,,,,M_6_41_T_filler_7_day_rain_busy_ORIG.jpg,Ignore,2026-01-09T11:53:12.628,1767927192.6285613,88.66252708435059,5320,10640,,,T,7,None,1,Correct Rejection,正解(スルー成功)
S04_6_25,S04,6,25,G,filler,4,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\4_day_sun_busy.jpg,brightness,45.47,,,,,M_6_12_G_filler_4_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-09T11:53:16.484,1767927196.4849653,92.5189311504364,5551,11102,,,G,4,None,1,Correct Rejection,正解(スルー成功)
S04_6_26,S04,6,26,5,unmatch,3,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\3_day_sun_empty.jpg,brightness,40.55,,,,,M_6_1_5_unmatch_3_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Mismatch,2026-01-09T11:53:20.329,1767927200.3292465,96.36321234703064,5782,11564,2026-01-09T11:53:22.817,2.4881751537323,5,3,b,1,Correct Rejection,正解(不一致)
S04_6_27,S04,6,27,G,filler,7,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\7_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_6_28_G_filler_7_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-09T11:53:24.192,1767927204.1920757,100.22604155540466,6014,12027,,,G,7,None,1,Correct Rejection,正解(スルー成功)
S04_6_28,S04,6,28,4,unmatch,0,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,,,,,,,M_6_26_4_unmatch_0_day_rain_busy_ORIG.jpg,Mismatch,2026-01-09T11:53:28.040,1767927208.0403607,104.07432651519775,6244,12489,2026-01-09T11:53:30.624,2.5841424465179443,4,0,b,1,Correct Rejection,正解(不一致)
S04_6_29,S04,6,29,D,filler,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\9_day_rain_empty.jpg,,,,,,,M_6_18_D_filler_9_day_rain_empty_ORIG.jpg,Ignore,2026-01-09T11:53:31.878,1767927211.878454,107.91241979598999,6475,12949,,,D,9,None,1,Correct Rejection,正解(スルー成功)
S04_6_30,S04,6,30,A,filler,4,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\4_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_6_44_A_filler_4_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-09T11:53:35.723,1767927215.7233596,111.7573254108429,6705,13411,,,A,4,None,1,Correct Rejection,正解(スルー成功)
S04_6_31,S04,6,31,1,match,1,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\1_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_6_5_1_match_1_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Match,2026-01-09T11:53:39.584,1767927219.5844898,115.61845564842224,6937,13874,2026-01-09T11:53:41.467,1.8829853534698486,1,1,t,1,Hit,正解(一致)
S04_6_32,S04,6,32,P,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\2_day_rain_empty.jpg,brightness,35.62,,,,,M_6_20_P_filler_2_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-09T11:53:43.431,1767927223.4310825,119.46504831314087,7168,14336,,,P,2,None,1,Correct Rejection,正解(スルー成功)
S04_6_33,S04,6,33,5,match,5,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\5_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_6_14_5_match_5_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Match,2026-01-09T11:53:47.272,1767927227.2724874,123.30645322799683,7398,14797,2026-01-09T11:53:49.166,1.8941919803619385,5,5,t,1,Hit,正解(一致)
S04_6_34,S04,6,34,E,filler,0,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\0_day_rain_busy.jpg,,,,,,,M_6_15_E_filler_0_day_rain_busy_ORIG.jpg,Ignore,2026-01-09T11:53:51.119,1767927231.1195643,127.15353012084961,7629,15258,,,E,0,None,1,Correct Rejection,正解(スルー成功)
