Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,frame,times,figure,contrast,gamma,sharpness,brightness,equalization
0,pictures\transformed\roomBright_figureDark\C.JPG,gamma,0.799725089263596,contrast,0.7738843791286041,sharpness,0.9036242284932289,1,1_C_gamma0.8_contrast0.77_sharpness0.9.jpg,300,1,C,0.77,0.8,0.9,0,0
7,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.6029375391344859,contrast,0.8445870560774666,sharpness,0.9873769463972636,2,8_I_gamma0.6_contrast0.84_sharpness0.99.jpg,2400,8,I,0.84,0.6,0.99,0,0
14,pictures\transformed\roomBright_figureDark\P.JPG,gamma,1.159376883077749,contrast,1.100915477837377,sharpness,0.3473429910207605,1,15_P_gamma1.2_contrast1.1_sharpness0.35.jpg,4500,15,P,1.1,1.2,0.35,0,0
17,pictures\transformed\roomBright_figureDark\2.JPG,gamma,0.9035920452522971,contrast,1.30270413502066,sharpness,0.3610500841507776,2,18_2_gamma0.9_contrast1.3_sharpness0.36.jpg,5400,18,2,1.3,0.9,0.36,0,0
21,pictures\transformed\roomBright_figureDark\I.JPG,gamma,0.8707969741279,contrast,0.9204104461107596,sharpness,1.292840085242396,1,22_I_gamma0.87_contrast0.92_sharpness1.3.jpg,6600,22,I,0.92,0.87,1.3,0,0
26,pictures\transformed\roomBright_figureDark\Q.JPG,gamma,0.8998321449021665,contrast,0.8091703168151745,sharpness,1.098167790776817,2,27_Q_gamma0.9_contrast0.81_sharpness1.1.jpg,8100,27,Q,0.81,0.9,1.1,0,0
29,pictures\transformed\roomBright_figureDark\7.JPG,gamma,0.794675052260283,contrast,0.7895188109209704,sharpness,1.008784009530539,0,30_7_gamma0.79_contrast0.79_sharpness1.0.jpg,9000,30,7,0.79,0.79,1.0,0,0
30,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.673633183276448,sharpness,0.5846432432889263,equalization,15.92039654519725,0,31_8_gamma0.67_sharpness0.58_equalization16.0.jpg,9300,31,8,0,0.67,0.58,0,16.0
37,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.6348027146970565,sharpness,0.5030054193263336,equalization,22.10991402287313,0,38_8_gamma0.63_sharpness0.5_equalization22.0.jpg,11400,38,8,0,0.63,0.5,0,22.0
40,pictures\transformed\roomBright_figureDark\9.JPG,contrast,1.320347723374307,sharpness,0.4448779098899271,equalization,19.7220072106999,2,41_9_contrast1.3_sharpness0.44_equalization20.0.jpg,12300,41,9,1.3,0,0.44,0,20.0
