,frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
0,300,213,2.6304483414656126,0,pictures\transformed\roomBright_figureDark\P.JPG,gamma,0.8876241930026174,contrast,0.9127490647520544,sharpness,1.191161833393491,1,1_P_gamma0.89_contrast0.91_sharpness1.2.jpg,1,P,0.91,0.89,1.2,0,0.0
1,3300,3481,2.48093820921422,10,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.7329295625320049,contrast,0.8127943829606676,sharpness,0.912983157101738,0,11_8_gamma0.73_contrast0.81_sharpness0.91.jpg,11,8,0.81,0.73,0.91,0,0.0
2,5100,5273,2.2501162128436065,16,pictures\transformed\roomBright_figureDark\1.JPG,gamma,0.881982626582599,contrast,0.884784643900614,sharpness,1.007870224241076,0,17_1_gamma0.88_contrast0.88_sharpness1.0.jpg,17,1,0.88,0.88,1.0,0,0.0
3,6000,6167,2.6943372904335416,19,pictures\transformed\roomBright_figureDark\T.JPG,gamma,1.22628395584303,contrast,1.160408692860315,sharpness,0.524728097978232,1,20_T_gamma1.2_contrast1.2_sharpness0.52.jpg,20,T,1.2,1.2,0.52,0,0.0
4,9300,9459,2.980536889635926,30,pictures\transformed\roomBright_figureDark\9.JPG,contrast,1.02173897508793,sharpness,0.5938634704710783,equalization,8.174792685913804,0,31_9_contrast1.0_sharpness0.59_equalization8.2.jpg,31,9,1.0,0.0,0.59,0,8.2
5,10500,10675,3.0554143481814497,34,pictures\transformed\roomBright_figureDark\0.JPG,gamma,1.077536352245381,contrast,1.257946974787502,sharpness,0.6100391572989035,2,35_0_gamma1.1_contrast1.3_sharpness0.61.jpg,35,0,1.3,1.1,0.61,0,0.0
6,10800,10982,2.8946724569146896,35,pictures\transformed\roomBright_figureDark\7.JPG,gamma,0.8922915336214152,contrast,0.8321884994289979,sharpness,0.8721930290466157,0,36_7_gamma0.89_contrast0.83_sharpness0.87.jpg,36,7,0.83,0.89,0.87,0,0.0
7,11100,11299,2.702482630030298,36,pictures\transformed\roomBright_figureDark\C.JPG,gamma,0.6125312409834766,contrast,0.8575461428533027,sharpness,0.9566409626738706,2,37_C_gamma0.61_contrast0.86_sharpness0.96.jpg,37,C,0.86,0.61,0.96,0,0.0
8,11700,11881,2.9949910467897745,38,pictures\transformed\roomBright_figureDark\0.JPG,gamma,1.113214039873305,contrast,1.263496821882248,sharpness,0.3962777798701954,0,39_0_gamma1.1_contrast1.3_sharpness0.4.jpg,39,0,1.3,1.1,0.4,0,0.0
9,14100,14282,3.1394251492798375,46,pictures\transformed\roomBright_figureDark\9.JPG,gamma,1.113604854224792,contrast,1.299325476271649,sharpness,0.4002000962221927,0,47_9_gamma1.1_contrast1.3_sharpness0.4.jpg,47,9,1.3,1.1,0.4,0,0.0
