,フレーム数,両眼.注視Z座標[mm]
0,1045,2.8197742910030907
1,1373,2.983891378485694
2,8406,5.078835421415157
3,10487,2.3626948348853887
4,12243,4.444617918577098
5,12468,3.1861143711487023
6,13354,3.167614587249995
7,13668,2.717600922728681
8,14998,3.31398471426146
