day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-08-24,13:48:46.787584,f,7.2275390625,2.113581895828247,3_8_brightness20.0_sharpness0.48_gamma0.95.jpg,4,3,8,0,0.95,0.48,20.0,0
2023-08-24,13:48:53.796601,f,14.23655652999878,1.6267104148864746,6_T_contrast0.97_sharpness0.18.jpg,4,6,T,0.97,0,0.18,0,0
2023-08-24,13:49:43.081130,f,63.52108550071716,0.8904438018798828,26_J_brightness23.0_sharpness0.91.jpg,4,26,J,0,0,0.91,23.0,0
2023-08-24,13:49:56.410705,f,76.85065984725952,1.7339789867401123,31_0_gamma0.65_sharpness0.4_equalization31.0.jpg,0,31,0,0,0.65,0.4,0,31.0
2023-08-24,13:49:59.077513,t,79.51746821403503,1.9000272750854488,32_B_contrast0.87_equalization18.0.jpg,4,32,B,0.87,0,0,0,18.0
2023-08-24,13:50:06.568396,f,87.00835108757019,1.911893844604492,35_E_brightness0.65_gamma1.1.jpg,1,35,E,0,1.1,0,0.65,0
2023-08-24,13:50:09.027022,f,89.46697735786438,1.8568978309631348,36_E_gamma0.69_contrast0.99_equalization8.6.jpg,4,36,E,0.99,0.69,0,0,8.6
2023-08-25,19:52:10.296459,f,6.68373966217041,1.5116477012634275,3_8_brightness20.0_sharpness0.48_gamma0.95.jpg,4,3,8,0,0.95,0.48,20.0,0
2023-08-25,19:52:17.466093,f,13.853374004364014,1.1445879936218262,6_T_contrast0.97_sharpness0.18.jpg,4,6,T,0.97,0,0.18,0,0
2023-08-25,19:53:05.881051,f,62.26663827896118,2.0501675605773926,25_8_sharpness0.59_gamma0.6_brightness12.0.jpg,4,25,8,0,0.6,0.59,12.0,0
2023-08-25,19:53:20.210315,f,76.59759569168091,1.380443096160889,31_0_gamma0.65_sharpness0.4_equalization31.0.jpg,0,31,0,0,0.65,0.4,0,31.0
2023-08-25,19:53:22.545877,f,78.93315720558167,1.2255244255065918,32_B_contrast0.87_equalization18.0.jpg,4,32,B,0.87,0,0,0,18.0
2023-08-25,19:53:30.193146,f,86.58042669296265,1.402099609375,35_E_brightness0.65_gamma1.1.jpg,1,35,E,0,1.1,0,0.65,0
2023-08-25,19:53:32.582655,f,88.96993589401245,1.2634124755859375,36_E_gamma0.69_contrast0.99_equalization8.6.jpg,4,36,E,0.99,0.69,0,0,8.6
