day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-08-24,13:42:38.655746,f,2.516831874847412,2.407154321670532,2_8_sharpness0.54_contrast1.1_equalization7.3.jpg,4,2,8,1.1,0,0.54,0,7.3
2023-08-24,13:43:00.547228,t,24.408313274383545,1.8076560497283936,10_7_brightness16.0_gamma0.62.jpg,4,10,7,0,0.62,0,16.0,0
2023-08-24,13:43:13.344239,f,37.20532512664795,2.098105907440185,15_B_brightness5.0_sharpness0.24.jpg,4,15,B,0,0,0.24,5.0,0
2023-08-24,13:43:28.321047,f,52.18213248252869,2.080782175064087,21_T_brightness21.0_gamma0.92.jpg,1,21,T,0,0.92,0,21.0,0
2023-08-24,13:43:30.720616,f,54.56627035140991,1.9587383270263672,22_3_gamma1.0_contrast0.84.jpg,4,22,3,0.84,1.0,0,0,0
2023-08-24,13:43:40.725592,f,64.58667802810669,1.9924883842468264,26_8_gamma0.84_contrast1.1_brightness2.1.jpg,4,26,8,1.1,0.84,0,2.1,0
2023-08-24,13:43:50.789237,f,74.65032315254211,2.044964075088501,30_7_contrast1.2_gamma0.84_brightness13.0.jpg,4,30,7,1.2,0.84,0,13.0,0
2023-08-24,13:43:55.794875,f,79.65596055984497,2.041253089904785,32_7_contrast0.98_equalization28.0.jpg,4,32,7,0.98,0,0,0,28.0
2023-08-24,13:44:00.487616,t,84.3487012386322,1.749337673187256,34_8_gamma0.68_contrast0.91_equalization7.3.jpg,4,34,8,0.91,0.68,0,0,7.3
2023-08-24,13:44:15.530875,t,99.39196014404295,1.7929348945617676,40_2_brightness18.0_contrast0.91.jpg,4,40,2,0.91,0,0,18.0,0
2023-08-24,13:44:20.770095,t,104.62875699996948,2.01979398727417,42_7_brightness5.3_gamma0.76.jpg,4,42,7,0,0.76,0,5.3,0
2023-08-24,13:44:33.252437,f,117.11352205276488,2.0099644660949707,47_1_gamma1.0_equalization17.0.jpg,4,47,1,0,1.0,0,0,17.0
2023-08-25,19:45:54.782603,f,1.9736311435699463,1.863753080368042,1_Q_gamma0.69_contrast1.0_sharpness0.39.jpg,2,1,Q,1.0,0.69,0.39,0,0
2023-08-25,19:46:16.765225,t,23.9516339302063,1.2502789497375488,10_7_brightness16.0_gamma0.62.jpg,4,10,7,0,0.62,0,16.0,0
2023-08-25,19:46:29.512832,f,36.70386004447937,1.5131571292877195,15_B_brightness5.0_sharpness0.24.jpg,4,15,B,0,0,0.24,5.0,0
2023-08-25,19:46:44.679296,f,51.85619139671326,1.6811726093292236,21_T_brightness21.0_gamma0.92.jpg,1,21,T,0,0.92,0,21.0,0
2023-08-25,19:46:46.960967,f,54.15199518203735,1.4689738750457764,22_3_gamma1.0_contrast0.84.jpg,4,22,3,0.84,1.0,0,0,0
2023-08-25,19:46:56.711163,f,63.89414143562317,1.2106966972351074,26_8_gamma0.84_contrast1.1_brightness2.1.jpg,4,26,8,1.1,0.84,0,2.1,0
2023-08-25,19:47:06.946777,f,74.13780546188354,1.4429099559783936,30_7_contrast1.2_gamma0.84_brightness13.0.jpg,4,30,7,1.2,0.84,0,13.0,0
2023-08-25,19:47:11.792588,f,78.9836163520813,1.2722649574279783,32_7_contrast0.98_equalization28.0.jpg,4,32,7,0.98,0,0,0,28.0
2023-08-25,19:47:16.817938,t,84.00896668434143,1.360423564910889,34_8_gamma0.68_contrast0.91_equalization7.3.jpg,4,34,8,0.91,0.68,0,0,7.3
2023-08-25,19:47:31.606732,t,98.79776048660278,1.095451831817627,40_2_brightness18.0_contrast0.91.jpg,4,40,2,0.91,0,0,18.0,0
2023-08-25,19:47:36.841086,t,104.03211426734924,1.3484444618225098,42_7_brightness5.3_gamma0.76.jpg,4,42,7,0,0.76,0,5.3,0
2023-08-25,19:47:49.632007,f,116.82303524017334,1.6108176708221436,47_1_gamma1.0_equalization17.0.jpg,4,47,1,0,1.0,0,0,17.0
