day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-08-24,13:22:59.805909,t,262.375369310379,144.76030468940735,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:00.135731,t,262.7060992717743,145.0910346508026,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:00.328706,t,262.883442401886,145.2683777809143,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:00.530640,t,263.10100746154785,145.48594284057617,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:00.728114,t,263.2984821796417,145.68341755867004,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:17.205265,t,279.7756335735321,162.16056895256042,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:18.931713,t,281.502081155777,163.8870165348053,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:19.645358,t,282.2157256603241,164.60066103935242,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:19.865778,t,282.43614625930786,164.82108163833618,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:23:20.033680,t,282.6040477752685,164.98898315429688,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:27:26.385481,t,12.69673204421997,0.0896530151367187,6_S_contrast1.0_gamma1.0.jpg,4.0,6,S,1.0,1.0,0,0,0
2023-08-24,13:27:36.046651,f,22.35675811767578,2.2560129165649414,9_I_contrast1.2_gamma0.84_equalization20.0.jpg,4.0,9,I,1.2,0.84,0,0,20.0
2023-08-24,13:27:53.483828,f,39.79507946968079,2.1793735027313232,16_Q_sharpness0.68_equalization29.0.jpg,4.0,16,Q,0,0,0.68,0,29.0
2023-08-24,13:27:56.154581,f,42.46583271026611,2.37044358253479,17_B_gamma0.6_contrast0.92_equalization8.4.jpg,4.0,17,B,0.92,0.6,0,0,8.4
2023-08-24,13:28:03.475574,f,49.785316705703735,2.1932175159454346,20_P_contrast1.1_gamma0.59.jpg,4.0,20,P,1.1,0.59,0,0,0
2023-08-24,13:28:23.752370,f,70.06362128257751,2.472619771957397,29_7_contrast0.9_equalization25.0.jpg,4.0,29,7,0.9,0,0,0,25.0
2023-08-24,13:28:26.014639,f,72.32588982582092,2.214810609817505,29_7_contrast0.9_equalization25.0.jpg,4.0,29,7,0.9,0,0,0,25.0
2023-08-24,13:28:33.474304,t,79.78555512428284,2.192739963531494,32_P_contrast1.1_gamma0.72_equalization23.0.jpg,4.0,32,P,1.1,0.72,0,0,23.0
2023-08-24,13:29:10.684487,t,116.99573850631714,1.88301682472229,47_I_gamma0.6_brightness0.75_sharpness0.4.jpg,4.0,47,I,0,0.6,0.4,0.75,0
2023-08-25,19:36:03.783346,f,12.571598529815674,2.432002067565918,6_S_contrast1.0_gamma1.0.jpg,4.0,6,S,1.0,1.0,0,0,0
2023-08-25,19:36:13.511445,f,22.29179215431213,2.089560031890869,9_I_contrast1.2_gamma0.84_equalization20.0.jpg,4.0,9,I,1.2,0.84,0,0,20.0
2023-08-25,19:36:30.592883,f,39.38113594055176,1.6328673362731934,16_Q_sharpness0.68_equalization29.0.jpg,4.0,16,Q,0,0,0.68,0,29.0
2023-08-25,19:36:33.191601,f,41.97985410690308,1.786921501159668,17_B_gamma0.6_contrast0.92_equalization8.4.jpg,4.0,17,B,0.92,0.6,0,0,8.4
2023-08-25,19:36:40.580165,f,49.36841773986816,1.6496400833129885,20_P_contrast1.1_gamma0.59.jpg,4.0,20,P,1.1,0.59,0,0,0
2023-08-25,19:37:00.417337,f,69.2055892944336,1.5160510540008545,28_8_contrast1.1_brightness3.4_gamma0.75.jpg,2.0,28,8,1.1,0.75,0,3.4,0
2023-08-25,19:37:02.950677,f,71.73892903327942,1.5216856002807615,29_7_contrast0.9_equalization25.0.jpg,4.0,29,7,0.9,0,0,0,25.0
2023-08-25,19:37:10.853420,t,79.641672372818,1.9459903240203855,32_P_contrast1.1_gamma0.72_equalization23.0.jpg,4.0,32,P,1.1,0.72,0,0,23.0
2023-08-25,19:37:47.842914,t,116.63116669654846,1.483224391937256,47_I_gamma0.6_brightness0.75_sharpness0.4.jpg,4.0,47,I,0,0.6,0.4,0.75,0
