day,time,button,timeFromStart,timeFromDisplay,image,status,times,figure,contrast,gamma,sharpness,brightness,equalization
2023-08-24,13:09:39.756855,f,49.55358695983887,1.951312780380249,20_P_contrast1.1_gamma0.59.jpg,4.0,20,P,1.1,0.59,0,0,0
2023-08-24,13:09:59.803400,f,69.61579990386963,2.0084402561187744,28_8_contrast1.1_brightness3.4_gamma0.75.jpg,2.0,28,8,1.1,0.75,0,3.4,0
2023-08-24,13:10:03.035103,f,72.84750270843506,0.2464923858642578,30_0_contrast0.88_gamma0.91.jpg,4.0,30,0,0.88,0.91,0,0,0
2023-08-24,13:10:10.045721,t,79.85812044143677,2.238009214401245,32_P_contrast1.1_gamma0.72_equalization23.0.jpg,4.0,32,P,1.1,0.72,0,0,23.0
2023-08-24,13:10:47.244857,t,117.05725622177124,1.936611890792847,47_I_gamma0.6_brightness0.75_sharpness0.4.jpg,4.0,47,I,0,0.6,0.4,0.75,0
2023-08-24,13:12:13.233194,t,203.04559302330017,85.40928387641907,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:18:49.926500,t,12.496868133544922,2.4031283855438232,5_I_sharpness0.13_gamma0.81_brightness18.0.jpg,4.0,5,I,0,0.81,0.13,18.0,0
2023-08-24,13:18:59.860796,f,22.43116450309753,2.3345890045166016,9_I_contrast1.2_gamma0.84_equalization20.0.jpg,4.0,9,I,1.2,0.84,0,0,20.0
2023-08-24,13:19:17.102224,f,39.67259192466736,2.0467472076416016,16_Q_sharpness0.68_equalization29.0.jpg,4.0,16,Q,0,0,0.68,0,29.0
2023-08-24,13:19:19.969299,f,42.53966736793518,2.439407587051392,18_P_brightness15.0_sharpness0.84.jpg,4.0,18,P,0,0,0.84,15.0,0
2023-08-24,13:19:27.037310,f,49.607677698135376,2.0051610469818115,20_P_contrast1.1_gamma0.59.jpg,4.0,20,P,1.1,0.59,0,0,0
2023-08-24,13:19:46.889183,f,69.44803714752197,1.847160577774048,28_8_contrast1.1_brightness3.4_gamma0.75.jpg,2.0,28,8,1.1,0.75,0,3.4,0
2023-08-24,13:19:49.691576,f,72.26194381713867,2.176520347595215,29_7_contrast0.9_equalization25.0.jpg,4.0,29,7,0.9,0,0,0,25.0
2023-08-24,13:19:56.909818,t,79.47745656967163,1.863917112350464,32_P_contrast1.1_gamma0.72_equalization23.0.jpg,4.0,32,P,1.1,0.72,0,0,23.0
2023-08-24,13:20:34.361522,t,116.93189024925232,1.8245837688446045,47_I_gamma0.6_brightness0.75_sharpness0.4.jpg,4.0,47,I,0,0.6,0.4,0.75,0
2023-08-24,13:22:36.108970,t,238.67933797836304,121.06427335739136,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:22:57.919894,t,260.490261554718,142.87519693374634,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
2023-08-24,13:22:59.598733,t,262.16910123825073,144.55403661727905,48_Q_brightness19.0_sharpness0.64.jpg,4.0,48,Q,0,0,0.64,19.0,0
