trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S04_0_1,S04,0,1,A,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\6_day_rain_busy.jpg,brightness,36.09,,,,,M_0_40_A_filler_6_day_rain_busy_BRIGHTONLY_brightness36.090.jpg,Ignore,2026-01-09T11:09:04.324,1767924544.3241324,0.0,0,0,,,A,6,None,1,Correct Rejection,正解(スルー成功)
S04_0_2,S04,0,2,8,unmatch,2,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\2_day_sun_empty.jpg,,,,,,,M_0_29_8_unmatch_2_day_sun_empty_ORIG.jpg,Mismatch,2026-01-09T11:09:08.179,1767924548.179563,3.8554306030273438,231,463,2026-01-09T11:09:09.573,1.394042730331421,8,2,b,1,Correct Rejection,正解(不一致)
S04_0_3,S04,0,3,F,filler,9,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\9_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_0_28_F_filler_9_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-09T11:09:12.023,1767924552.0236142,7.699481725692749,462,924,,,F,9,None,1,Correct Rejection,正解(スルー成功)
S04_0_4,S04,0,4,C,filler,8,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\8_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_0_30_C_filler_8_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-09T11:09:15.870,1767924555.8701513,11.546018838882446,693,1386,,,C,8,None,1,Correct Rejection,正解(スルー成功)
S04_0_5,S04,0,5,G,filler,6,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\6_day_rain_empty.jpg,,,,,,,M_0_18_G_filler_6_day_rain_empty_ORIG.jpg,Ignore,2026-01-09T11:09:19.733,1767924559.733142,15.409009456634521,925,1849,,,G,6,None,1,Correct Rejection,正解(スルー成功)
S04_0_6,S04,0,6,2,match,2,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\2_day_rain_busy.jpg,,,,,,,M_0_5_2_match_2_day_rain_busy_ORIG.jpg,Match,2026-01-09T11:09:23.589,1767924563.5898292,19.26569676399231,1156,2312,2026-01-09T11:09:24.783,1.1939373016357422,2,2,t,1,Hit,正解(一致)
S04_0_7,S04,0,7,B,filler,8,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\8_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_0_14_B_filler_8_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-09T11:09:27.434,1767924567.4340365,23.109904050827026,1387,2773,,,B,8,None,1,Correct Rejection,正解(スルー成功)
S04_0_8,S04,0,8,J,filler,8,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\8_day_sun_busy.jpg,,,,,,,M_0_42_J_filler_8_day_sun_busy_ORIG.jpg,Ignore,2026-01-09T11:09:31.281,1767924571.2814877,26.957355260849,1617,3235,,,J,8,None,1,Correct Rejection,正解(スルー成功)
S04_0_9,S04,0,9,T,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,brightness,40.55,,,,,M_0_35_T_filler_9_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-09T11:09:35.124,1767924575.1243718,30.800239324569702,1848,3696,,,T,9,None,1,Correct Rejection,正解(スルー成功)
S04_0_10,S04,0,10,P,filler,9,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\9_day_sun_empty.jpg,,,,,,,M_0_46_P_filler_9_day_sun_empty_ORIG.jpg,Ignore,2026-01-09T11:09:38.966,1767924578.9663262,34.64219379425049,2079,4157,,,P,9,None,1,Correct Rejection,正解(スルー成功)
S04_0_11,S04,0,11,B,filler,7,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\7_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_0_4_B_filler_7_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-09T11:09:42.843,1767924582.843672,38.51953959465027,2311,4622,,,B,7,None,1,Correct Rejection,正解(スルー成功)
S04_0_12,S04,0,12,L,filler,6,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\6_day_sun_empty.jpg,brightness,40.55,,,,,M_0_16_L_filler_6_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-09T11:09:46.690,1767924586.6905262,42.36639380455017,2542,5084,,,L,6,None,1,Correct Rejection,正解(スルー成功)
