trial_id,folder_name,file_name,trial,front,status,back,process,filename,param1,param1_value,param2,param2_value,param3,param3_value,image_name,final_status,Display_Timestamp,Display_Epoch,Elapsed_From_First_Display_s,Frame_60fps,Frame_120fps,Key_Timestamp,Reaction_Time,Front_Char,Back_Char,User_Key,Accuracy,Result_Type,Judgment
S04_1_1,S04,1,1,J,filler,2,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\2_day_rain_empty.jpg,brightness,35.62,,,,,M_1_29_J_filler_2_day_rain_empty_BRIGHTONLY_brightness35.620.jpg,Ignore,2026-01-09T11:12:39.700,1767924759.7005358,0.0,0,0,,,J,2,None,1,Correct Rejection,正解(スルー成功)
S04_1_2,S04,1,2,E,filler,0,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\0_day_sun_busy.jpg,brightness,25.454,contrast,1.16,gamma,1.064,M_1_5_E_filler_0_day_sun_busy_MODEL_brightness25.454_contrast1.160_gamma1.064.jpg,Ignore,2026-01-09T11:12:43.531,1767924763.5317228,3.8311870098114014,230,460,,,E,0,None,1,Correct Rejection,正解(スルー成功)
S04_1_3,S04,1,3,C,filler,3,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\3_day_sun_busy.jpg,,,,,,,M_1_38_C_filler_3_day_sun_busy_ORIG.jpg,Ignore,2026-01-09T11:12:47.377,1767924767.377215,7.6766791343688965,461,921,,,C,3,None,1,Correct Rejection,正解(スルー成功)
S04_1_4,S04,1,4,R,filler,1,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\1_day_sun_empty.jpg,brightness,40.55,,,,,M_1_1_R_filler_1_day_sun_empty_BRIGHTONLY_brightness40.550.jpg,Ignore,2026-01-09T11:12:51.247,1767924771.2470832,11.546547412872314,693,1386,,,R,1,None,1,Correct Rejection,正解(スルー成功)
S04_1_5,S04,1,5,5,unmatch,6,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\6_day_sun_empty.jpg,,,,,,,M_1_27_5_unmatch_6_day_sun_empty_ORIG.jpg,Mismatch,2026-01-09T11:12:55.076,1767924775.0769668,15.376430988311768,923,1845,2026-01-09T11:12:56.599,1.5230085849761963,5,6,b,1,Correct Rejection,正解(不一致)
S04_1_6,S04,1,6,L,filler,9,brightonly,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_busy\9_day_sun_busy.jpg,brightness,45.47,,,,,M_1_34_L_filler_9_day_sun_busy_BRIGHTONLY_brightness45.470.jpg,Ignore,2026-01-09T11:12:58.913,1767924778.9135232,19.212987422943115,1153,2306,,,L,9,None,1,Correct Rejection,正解(スルー成功)
S04_1_7,S04,1,7,8,match,8,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\8_day_sun_empty.jpg,brightness,18.052,contrast,1.163,gamma,1.019,M_1_33_8_match_8_day_sun_empty_MODEL_brightness18.052_contrast1.163_gamma1.019.jpg,Match,2026-01-09T11:13:02.780,1767924782.780135,23.079599142074585,1385,2770,2026-01-09T11:13:04.323,1.542959451675415,8,8,t,1,Hit,正解(一致)
S04_1_8,S04,1,8,R,filler,5,model,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_empty\5_day_rain_empty.jpg,brightness,22.602,contrast,1.158,gamma,1.045,M_1_36_R_filler_5_day_rain_empty_MODEL_brightness22.602_contrast1.158_gamma1.045.jpg,Ignore,2026-01-09T11:13:06.612,1767924786.6125998,26.91206407546997,1615,3229,,,R,5,None,1,Correct Rejection,正解(スルー成功)
S04_1_9,S04,1,9,B,filler,4,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\sun_empty\4_day_sun_empty.jpg,,,,,,,M_1_4_B_filler_4_day_sun_empty_ORIG.jpg,Ignore,2026-01-09T11:13:10.455,1767924790.4551766,30.754640817642212,1845,3691,,,B,4,None,1,Correct Rejection,正解(スルー成功)
S04_1_10,S04,1,10,4,unmatch,8,original,G:\pictures_verify\transformed_verify\roomBright_figureDark\rain_busy\8_day_rain_busy.jpg,,,,,,,M_1_44_4_unmatch_8_day_rain_busy_ORIG.jpg,Mismatch,2026-01-09T11:13:14.296,1767924794.2969787,34.59644293785095,2076,4152,2026-01-09T11:13:16.053,1.756859302520752,4,8,b,1,Correct Rejection,正解(不一致)
