frame,フレーム数,diopter,Unnamed: 0,filename,param1,param1_value,param2,param2_value,param3,param3_value,status,image_name,times,figure,contrast,gamma,sharpness,brightness,equalization
600.0,762,3.605890130469728,1.0,pictures\transformed\roomBright_figureDark\3.JPG,brightness,11.28997825868417,sharpness,0.2757540105553526,None,None,0.0,2_3_brightness11.0_sharpness0.28.jpg,2.0,3,0.0,0.0,0.28,11.0,0.0
1800.0,1994,3.173389990168509,5.0,pictures\transformed\roomBright_figureDark\8.JPG,gamma,0.7012740022836967,equalization,16.49743866876337,None,None,0.0,6_8_gamma0.7_equalization16.0.jpg,6.0,8,0.0,0.7,0.0,0.0,16.0
2400.0,2579,3.5416280260972126,7.0,pictures\transformed\roomBright_figureDark\8.JPG,contrast,1.101709490391489,gamma,0.7838131621612852,sharpness,0.1837441008489914,0.0,8_8_contrast1.1_gamma0.78_sharpness0.18.jpg,8.0,8,1.1,0.78,0.18,0.0,0.0
2700.0,2948,3.548983864086176,8.0,pictures\transformed\roomBright_figureDark\0.JPG,contrast,0.8047731314448289,sharpness,0.8769255807290542,brightness,14.77016971248475,2.0,9_0_contrast0.8_sharpness0.88_brightness15.0.jpg,9.0,0,0.8,0.0,0.88,15.0,0.0
3900.0,3291,3.3630922441377877,12.0,pictures\transformed\roomBright_figureDark\C.JPG,contrast,1.041842967205073,brightness,22.58477021212018,None,None,1.0,13_C_contrast1.0_brightness23.0.jpg,13.0,C,1.0,0.0,0.0,23.0,0.0
5400.0,4076,3.144595354528037,17.0,pictures\transformed\roomBright_figureDark\S.JPG,sharpness,0.1679727022267623,gamma,0.7708991546533326,None,None,2.0,18_S_sharpness0.17_gamma0.77.jpg,18.0,S,0.0,0.77,0.17,0.0,0.0
6300.0,5577,2.892080591554283,20.0,pictures\transformed\roomBright_figureDark\C.JPG,gamma,0.5616979018349804,equalization,12.02221559862533,None,None,1.0,21_C_gamma0.56_equalization12.0.jpg,21.0,C,0.0,0.56,0.0,0.0,12.0
9000.0,6491,2.518592193882415,29.0,pictures\transformed\roomBright_figureDark\T.JPG,brightness,10.8138405720039,gamma,0.6546082442831496,sharpness,0.911054755619811,2.0,30_T_brightness11.0_gamma0.65_sharpness0.91.jpg,30.0,T,0.0,0.65,0.91,11.0,0.0
,7209,3.773969300160543,,,,,,,,,,,,,,,,,
,9178,3.1927336615673463,,,,,,,,,,,,,,,,,
,13083,2.603581842554049,,,,,,,,,,,,,,,,,
,14758,1.159179215106254,,,,,,,,,,,,,,,,,
