番号,フレームカウンタ,時刻カウンタ,CUEシグナル,CUEスイッチ,リセットスイッチ,TTL入力,両眼.タイムアウト,両眼.映像X座標[pixel],両眼.映像Y座標[pixel],両眼.注視X座標[mm],両眼.注視Y座標[mm],両眼.注視Z座標[mm],左眼.タイムアウト,左眼.適用検出方式,左眼.映像X座標[pixel],左眼.映像Y座標[pixel],左眼.注視X座標[mm],左眼.注視Y座標[mm],左眼.注視Z座標[mm],左眼.視軸 vx,左眼.視軸 vy,左眼.視軸 vz,左眼.眼球X座標[mm],左眼.眼球Y座標[mm],左眼.眼球Z座標[mm],左眼.瞳孔径[mm],左眼.瞳孔中心X座標[pixel],左眼.瞳孔中心Y座標[pixel],左眼.瞳孔楕円長軸長[pixel],左眼.瞳孔楕円短軸長[pixel],左眼.瞳孔楕円回転角[deg],左眼.瞳孔二値化閾値,左眼.角膜反射像X座標[pixel],左眼.角膜反射像Y座標[pixel],左眼.眼球画像X座標[pixel],左眼.眼球画像Y座標[pixel],左眼.眼球画像幅[pixel],左眼.眼球画像高さ[pixel],左眼.眼球画像不透明度,右眼.タイムアウト,右眼.適用検出方式,右眼.映像X座標[pixel],右眼.映像Y座標[pixel],右眼.注視X座標[mm],右眼.注視Y座標[mm],右眼.注視Z座標[mm],右眼.視軸 vx,右眼.視軸 vy,右眼.視軸 vz,右眼.眼球X座標[mm],右眼.眼球Y座標[mm],右眼.眼球Z座標[mm],右眼.瞳孔径[mm],右眼.瞳孔中心X座標[pixel],右眼.瞳孔中心Y座標[pixel],右眼.瞳孔楕円長軸長[pixel],右眼.瞳孔楕円短軸長[pixel],右眼.瞳孔楕円回転角[deg],右眼.瞳孔二値化閾値,右眼.角膜反射像X座標[pixel],右眼.角膜反射像Y座標[pixel],右眼.眼球画像X座標[pixel],右眼.眼球画像Y座標[pixel],右眼.眼球画像幅[pixel],右眼.眼球画像高さ[pixel],右眼.眼球画像不透明度
98004,4217584,6328143609,,,,,,1103.543,581.711,1115.09,-324.021,5110.118,,Both,1034.588,790.983,51.024,-171.694,450.0,0.157476,-0.220578,0.962573,-33.0,-54.0,-63.6,5.809,292.797,199.313,92.016,60.563,104.797,Auto,294.688,202.609,1590,10,320,240,1.0,,Pupil,1142.533,629.977,124.868,-61.552,450.0,0.176057,-0.014473,0.984274,33.0,-54.0,-63.6,6.225,156.141,260.109,98.609,83.469,86.359,Auto,,,10,10,320,240,1.0
98005,4217585,6328145109,,,,,,1095.963,619.862,998.103,-586.266,4829.021,,Both,1040.24,793.085,54.891,-173.131,450.0,0.164432,-0.222879,0.960878,-33.0,-54.0,-63.6,5.756,292.453,199.391,91.188,61.781,105.328,Auto,294.922,202.531,1590,10,320,240,1.0,,Both,1126.001,660.039,113.559,-82.117,450.0,0.15473,-0.054005,0.98648,33.0,-54.0,-63.6,6.262,156.141,258.656,99.203,92.016,79.672,Auto,166.922,273.172,10,10,320,240,1.0
98006,4217586,6328146609,,,,,,1080.583,599.824,1265.267,-627.729,6902.391,,Both,1018.971,772.416,40.341,-158.992,450.0,0.138556,-0.19835,0.970288,-33.0,-54.0,-63.6,5.984,294.422,198.516,94.797,67.094,100.547,Auto,294.703,203.547,1590,10,320,240,1.0,,Both,1126.499,661.292,113.899,-82.974,450.0,0.155355,-0.055639,0.986291,33.0,-54.0,-63.6,6.214,156.375,259.766,98.438,90.797,75.188,Auto,167.188,274.156,10,10,320,240,1.0
98007,4217587,6328148109,,,,,,1080.018,599.122,1417.311,-698.182,7768.249,,Both,1021.053,763.691,41.765,-153.024,450.0,0.1415,-0.187411,0.972036,-33.0,-54.0,-63.6,5.955,294.313,198.328,94.328,69.672,103.125,Auto,294.828,204.25,1590,10,320,240,1.0,,Both,1130.212,666.322,116.439,-86.415,450.0,0.160047,-0.062176,0.985149,33.0,-54.0,-63.6,6.125,156.25,261.031,97.031,89.688,78.906,Auto,167.406,274.906,10,10,320,240,1.0
98008,4217588,6328149609,,,,,,1075.982,594.243,1423.479,-665.742,8073.509,,Both,1015.118,759.753,37.706,-150.329,450.0,0.134085,-0.182678,0.973987,-33.0,-54.0,-63.6,6.041,295.156,198.453,95.703,71.938,100.281,Auto,295.047,204.719,1590,10,320,240,1.0,,Both,1127.614,663.428,114.662,-84.435,450.0,0.156758,-0.058423,0.985907,33.0,-54.0,-63.6,6.156,156.531,261.297,97.516,92.094,75.172,Auto,167.453,275.453,10,10,320,240,1.0
98009,4217589,6328151109,,,,,,1096.631,617.206,1104.155,-623.923,5316.0,,Both,1036.056,805.342,52.029,-181.516,450.0,0.158641,-0.237911,0.958244,-33.0,-54.0,-63.6,5.768,293.375,202.703,91.375,64.031,107.109,Auto,295.375,204.609,1590,10,320,240,1.0,,Both,1133.172,665.81,118.464,-86.065,450.0,0.163835,-0.061468,0.984571,33.0,-54.0,-63.6,6.162,156.578,262.281,97.625,90.609,81.328,Auto,168.0,276.188,10,10,320,240,1.0
98010,4217590,6328152609,,,,,,1083.172,643.26,1461.961,-1225.625,7807.775,,Both,1021.937,829.026,42.37,-197.718,450.0,0.13993,-0.266822,0.953533,-33.0,-54.0,-63.6,5.882,294.969,206.016,93.172,60.391,99.563,Auto,295.484,205.547,1590,10,320,240,1.0,,Pupil,1135.823,718.275,120.277,-121.955,450.0,0.166124,-0.129345,0.977585,33.0,-54.0,-63.6,6.068,155.234,271.781,96.141,71.406,98.453,Auto,,,10,10,320,240,1.0
98011,4217591,6328154109,,,,,,1060.834,770.96,2815.653,-6449.232,18368.507,,Pupil,1012.029,931.183,35.592,-267.602,450.0,0.122385,-0.381119,0.91639,-33.0,-54.0,-63.6,4.706,295.188,223.0,74.547,28.125,97.625,Auto,,,1590,10,320,240,1.0,,Pupil,1138.728,910.042,122.265,-253.139,450.0,0.159961,-0.356855,0.920363,33.0,-54.0,-63.6,2.409,154.359,302.578,38.172,15.969,93.922,Auto,,,10,10,320,240,1.0
98012,4217592,6328155609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto,,,1590,10,320,240,1.0,,,,,,,,,,,,,,,,,,,,Auto,,,10,10,320,240,1.0
98013,4217593,6328157109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Auto,,,1590,10,320,240,1.0,,,,,,,,,,,,,,,,,,,,Auto,,,10,10,320,240,1.0
